Sensitivity,Specificity,PPV,NPV,F1-score,AUROC,AUPRC,repeat,method
0.8280542986425339,0.460093896713615,0.6140939597315436,0.7205882352941176,0.7052023121387283,0.6858921249973446,0.679205456703026,1.0,TransDSI
0.5746606334841629,0.6619718309859155,0.6381909547738693,0.6,0.6047619047619047,0.6609733817687422,0.6781616565796464,1.0,RF
0.6425339366515838,0.6713615023474179,0.6698113207547169,0.6441441441441441,0.6558891454965358,0.6900664924691438,0.6843096000183483,1.0,XGBoost
0.5565610859728507,0.6431924882629108,0.6180904522613065,0.5829787234042553,0.5857142857142857,0.6083104964629406,0.6069769562931231,1.0,SVM
0.8099547511312217,0.38497652582159625,0.5774193548387097,0.6612903225806451,0.6741996233521658,0.5992819663076498,0.561018600695177,1.0,LR
0.8461538461538461,0.2535211267605634,0.5404624277456648,0.6136363636363636,0.6596119929453264,0.5381216408556923,0.5316803735747303,1.0,KNN
0.4796380090497738,0.6901408450704225,0.6162790697674418,0.5610687022900763,0.539440203562341,0.6000467359208037,0.6250290388411914,1.0,Ubibrowser2
0.3257918552036199,0.8403755868544601,0.6792452830188679,0.5457317073170732,0.4403669724770642,0.5855267350710598,0.6069524249948048,1.0,Ubibrowser2_domain_motif
0.5345622119815668,0.8418604651162791,0.7733333333333333,0.6418439716312057,0.6321525885558583,0.7290108241346052,0.7206113264231189,2.0,TransDSI
0.6682027649769585,0.6604651162790698,0.6651376146788991,0.6635514018691588,0.6666666666666666,0.6979744936234059,0.6976790829310233,2.0,RF
0.39631336405529954,0.8511627906976744,0.7288135593220338,0.5828025477707006,0.5134328358208956,0.6619119065480655,0.684947518070874,2.0,XGBoost
0.5668202764976958,0.6325581395348837,0.6089108910891089,0.591304347826087,0.5871121718377088,0.6143607330404028,0.6334610930050424,2.0,SVM
0.7096774193548387,0.5069767441860465,0.5923076923076923,0.6337209302325582,0.6457023060796646,0.6063230093237595,0.5606329866681528,2.0,LR
0.4930875576036866,0.6325581395348837,0.5752688172043011,0.5528455284552846,0.531017369727047,0.5627263958846854,0.5668234941874869,2.0,KNN
0.4792626728110599,0.6837209302325581,0.6046511627906976,0.5653846153846154,0.5347043701799485,0.5854892294502196,0.5842144553396509,2.0,Ubibrowser2
0.3317972350230415,0.7953488372093023,0.6206896551724138,0.5411392405063291,0.43243243243243246,0.5520951666488051,0.5634629635669754,2.0,Ubibrowser2_domain_motif
0.6636363636363637,0.6792452830188679,0.6822429906542056,0.6605504587155964,0.6728110599078341,0.7151372212692968,0.6992197302914614,3.0,TransDSI
0.5181818181818182,0.8301886792452831,0.76,0.624113475177305,0.6162162162162163,0.6843696397941681,0.7010183326880289,3.0,RF
0.4954545454545455,0.8160377358490566,0.7364864864864865,0.6091549295774648,0.5923913043478262,0.6787735849056604,0.7125247378843029,3.0,XGBoost
0.7772727272727272,0.49056603773584906,0.6129032258064516,0.6797385620915033,0.685370741482966,0.6561213550600343,0.6445027995242267,3.0,SVM
0.759090909090909,0.5047169811320755,0.6139705882352942,0.66875,0.6788617886178862,0.6173456260720411,0.5983281658665298,3.0,LR
0.6454545454545455,0.49056603773584906,0.568,0.5714285714285714,0.604255319148936,0.5647084048027444,0.568313555737469,3.0,KNN
0.5,0.7594339622641509,0.6832298136645962,0.5940959409594095,0.5774278215223096,0.6389901372212693,0.6454435690870909,3.0,Ubibrowser2
0.35454545454545455,0.8443396226415094,0.7027027027027027,0.557632398753894,0.47129909365558914,0.6139365351629503,0.6341198591980082,3.0,Ubibrowser2_domain_motif
0.6203703703703703,0.7188940092165899,0.6871794871794872,0.6554621848739496,0.6520681265206812,0.7163125106673494,0.7079931614703477,4.0,TransDSI
