Sensitivity,Specificity,PPV,NPV,F1-score,AUROC,AUPRC,ratio,repeat,method
0.6461038961038961,0.8555194805194806,0.8172484599589322,0.7073825503355705,0.7216681776971895,0.7998305468881768,0.81105128826946,1.0,1.0,TransDSI
0.6168831168831169,0.8003246753246753,0.7554671968190855,0.6762688614540466,0.6791778373547811,0.7750279347276101,0.793708749806628,1.0,1.0,RF
0.6801948051948052,0.7905844155844156,0.7645985401459854,0.7119883040935673,0.7199312714776632,0.7939062763535165,0.807179900330251,1.0,1.0,XGBoost
0.6152597402597403,0.7824675324675324,0.7387914230019493,0.6703755215577191,0.6713906111603188,0.7292597824253669,0.6929967340004832,1.0,1.0,SVM
0.698051948051948,0.5698051948051948,0.6187050359712231,0.6536312849162011,0.6559877955758963,0.6453949865069996,0.5939097490609189,1.0,1.0,LR
0.4642857142857143,0.7077922077922078,0.6137339055793991,0.5691906005221932,0.5286506469500925,0.613388640580199,0.5869074167583701,1.0,1.0,KNN
0.6818181818181818,0.8246753246753247,0.7954545454545454,0.7215909090909091,0.7342657342657343,0.8180118379996626,0.8172014249751409,1.0,2.0,TransDSI
0.7581168831168831,0.6396103896103896,0.6777939042089985,0.7255985267034991,0.7157088122605363,0.7708693498060382,0.7834489436907833,1.0,2.0,RF
0.6785714285714286,0.7564935064935064,0.7359154929577465,0.7018072289156626,0.7060810810810811,0.7929720441895767,0.8184073790852351,1.0,2.0,XGBoost
0.6396103896103896,0.7305194805194806,0.7035714285714286,0.6696428571428571,0.6700680272108844,0.7141065103727442,0.6908740484638382,1.0,2.0,SVM
0.612012987012987,0.676948051948052,0.6545138888888888,0.635670731707317,0.6325503355704699,0.6460090234440885,0.591760659794751,1.0,2.0,LR
0.4967532467532468,0.672077922077922,0.6023622047244095,0.5718232044198895,0.5444839857651246,0.6081798680215889,0.593367493004032,1.0,2.0,KNN
0.6737012987012987,0.8409090909090909,0.8089668615984406,0.7204450625869263,0.7351638618246236,0.8082452247427896,0.8134145883348883,1.0,3.0,TransDSI
0.7126623376623377,0.672077922077922,0.6848673946957878,0.700507614213198,0.6984884645982499,0.7599300050598752,0.7727214053139169,1.0,3.0,RF
0.5827922077922078,0.8636363636363636,0.8103837471783296,0.6742712294043093,0.6779981114258734,0.7942370129870131,0.8242121064259196,1.0,3.0,XGBoost
0.6396103896103896,0.685064935064935,0.6700680272108843,0.65527950310559,0.654485049833887,0.6967316368696238,0.6557033288919456,1.0,3.0,SVM
0.6688311688311688,0.586038961038961,0.6176911544227887,0.6389380530973451,0.642244738893219,0.6386326741440378,0.5965595660048337,1.0,3.0,LR
0.6233766233766234,0.5211038961038961,0.5655375552282769,0.5804701627486437,0.593050193050193,0.5920910461291955,0.5692486662561221,1.0,3.0,KNN
0.698051948051948,0.8441558441558441,0.8174904942965779,0.7365439093484419,0.7530647985989493,0.8241350775847529,0.8349428622514726,1.0,4.0,TransDSI
0.6948051948051948,0.7191558441558441,0.7121464226289518,0.7020602218700476,0.7033689400164338,0.7726930131556756,0.7946578421098377,1.0,4.0,RF
0.6055194805194806,0.8262987012987013,0.7770833333333333,0.6768617021276596,0.6806569343065694,0.7843254553887671,0.8094087439916529,1.0,4.0,XGBoost
0.6168831168831169,0.6996753246753247,0.672566371681416,0.6461769115442278,0.6435224386113464,0.6993814829650868,0.665851146742672,1.0,4.0,SVM
0.6818181818181818,0.5892857142857143,0.6240713224368499,0.6493738819320215,0.6516679596586501,0.6468180764041154,0.5917265731691813,1.0,4.0,LR
0.637987012987013,0.4837662337662338,0.5527426160337553,0.5719769673704415,0.5923134890730972,0.5732772706189914,0.5454051997807202,1.0,4.0,KNN
0.6753246753246753,0.8327922077922078,0.8015414258188824,0.7194950911640954,0.7330396475770925,0.8081266339180301,0.7919115096500121,1.0,5.0,TransDSI
0.7012987012987013,0.7272727272727273,0.72,0.7088607594936709,0.7105263157894737,0.773183188564682,0.7794039627271123,1.0,5.0,RF
0.6282467532467533,0.8068181818181818,0.7648221343873518,0.6845730027548209,0.6898395721925135,0.7837812552707033,0.7976722003208947,1.0,5.0,XGBoost
0.7175324675324676,0.6314935064935064,0.6606875934230194,0.6909413854351687,0.6879377431906614,0.7068751054140665,0.6705526580220291,1.0,5.0,SVM
0.6038961038961039,0.6818181818181818,0.6549295774647887,0.6325301204819277,0.6283783783783784,0.6554277702816664,0.6301522067689583,1.0,5.0,LR
0.5097402597402597,0.6542207792207793,0.5958254269449715,0.5716312056737589,0.5494313210848644,0.6052836165457918,0.5818537410064852,1.0,5.0,KNN
0.7305194805194806,0.8133116883116883,0.7964601769911505,0.7511244377811095,0.7620660457239627,0.8334431396525552,0.8399988858363405,1.0,6.0,TransDSI
0.7288961038961039,0.6688311688311688,0.6875957120980092,0.7115716753022453,0.7076438140267928,0.7687874219935908,0.780726690874888,1.0,6.0,RF
0.5827922077922078,0.8133116883116883,0.7573839662447257,0.6609498680738787,0.6587155963302752,0.7632110178782257,0.7980576229688057,1.0,6.0,XGBoost
0.6266233766233766,0.7548701298701299,0.7188081936685289,0.6690647482014388,0.6695576756287945,0.7199095547309833,0.6846748316843987,1.0,6.0,SVM
0.676948051948052,0.6866883116883117,0.6836065573770492,0.680064308681672,0.6802610114192497,0.7014436456400743,0.6505743960633309,1.0,6.0,LR
0.711038961038961,0.4448051948051948,0.5615384615384615,0.6061946902654868,0.6275071633237823,0.5849690082644627,0.5555032154224631,1.0,6.0,KNN
0.7564935064935064,0.7954545454545454,0.7871621621621622,0.765625,0.771523178807947,0.8293899687974364,0.8373114324149347,1.0,7.0,TransDSI
0.7483766233766234,0.6412337662337663,0.6759530791788856,0.7181818181818181,0.7103235747303543,0.7757658331927811,0.800302616670991,1.0,7.0,RF
0.7094155844155844,0.7386363636363636,0.7307692307692307,0.7176656151419558,0.7199341021416803,0.8006620003373249,0.8241578267301105,1.0,7.0,XGBoost
0.7224025974025974,0.6314935064935064,0.6622023809523809,0.6946428571428571,0.6909937888198757,0.7109058757800641,0.6750095840341659,1.0,7.0,SVM
0.573051948051948,0.7191558441558441,0.6711026615969582,0.6274787535410765,0.6182136602451839,0.6634155211671445,0.6253654620349304,1.0,7.0,LR
0.7922077922077922,0.33766233766233766,0.5446428571428571,0.6190476190476191,0.6455026455026455,0.5705681291111486,0.5439256657983483,1.0,7.0,KNN
0.676948051948052,0.8538961038961039,0.8224852071005917,0.7255172413793104,0.742653606411398,0.8228885562489459,0.8313676976905702,1.0,8.0,TransDSI
0.5957792207792207,0.810064935064935,0.7582644628099173,0.6671122994652406,0.6672727272727272,0.769525320458762,0.7892953727376161,1.0,8.0,RF
0.5974025974025974,0.8668831168831169,0.8177777777777778,0.6828644501278772,0.6904315196998124,0.7993298300725249,0.8203517531986793,1.0,8.0,XGBoost
0.7045454545454546,0.6753246753246753,0.6845425867507886,0.6956521739130435,0.6944,0.7252092469219094,0.7074964923425572,1.0,8.0,SVM
0.586038961038961,0.6753246753246753,0.64349376114082,0.6199701937406855,0.6134239592183517,0.6437320796087029,0.6065580870321385,1.0,8.0,LR
